elevation,aspect,slope,horz dist water,vert dist water,horz dist road,hillshade 9am,hillshade noon,hillshade 3pm,horz dist fire,wilderness area,cover
3207,223,8,108,11,6043,210,248,174,1518,1,2
2892,29,15,511,50,2546,213,205,124,2067,1,2
2648,57,10,150,0,323,227,220,126,1585,1,2
3161,200,16,228,49,2730,212,252,170,1084,0,2
2947,31,10,446,78,2230,218,219,136,2136,0,2
2864,88,15,124,11,2879,241,214,99,2699,1,2
3102,88,21,390,185,2218,246,200,73,2452,0,1
3044,192,14,845,10,6079,218,250,162,3419,1,2
2900,218,8,108,4,5246,211,248,173,5479,1,2
2717,348,15,182,47,1974,192,215,161,1884,1,2
2788,166,9,42,2,1872,228,243,148,2324,0,2
2856,70,26,228,67,3342,238,180,58,1682,0,2
3040,148,16,192,29,1664,240,237,121,2322,0,1
3220,131,15,150,-3,4222,243,231,114,2233,1,1
2894,66,10,560,96,2707,230,219,121,331,0,1
2959,211,6,780,-61,1310,216,245,166,1732,0,2
2688,20,8,60,-5,703,215,224,145,1337,1,1
2935,204,19,134,48,511,207,253,175,1495,0,2
2870,295,8,120,15,3059,198,238,180,3957,1,2
3237,11,5,350,58,4385,215,230,152,2862,1,1
3247,32,18,534,185,1142,212,197,114,342,1,1
3339,298,21,210,35,2307,155,227,210,2382,0,1
3254,148,9,424,63,5736,232,240,139,2945,1,2
3254,123,7,430,-19,834,231,235,137,3073,0,2
2831,114,18,150,40,4111,248,219,92,5190,1,2
3227,141,17,268,67,1667,243,233,114,1516,0,1
3008,285,7,376,-26,1756,202,240,178,1758,0,2
3073,40,15,781,-1,1425,220,207,118,2713,0,2
2949,96,7,218,13,5702,232,230,131,4207,1,2
3258,148,10,469,67,5796,234,239,136,2936,1,2
2894,310,27,201,57,1484,135,209,208,1172,0,1
3049,108,15,67,13,2910,245,221,101,2794,1,1
3112,3,15,153,4,1398,198,209,147,408,0,1
3066,327,34,362,84,242,120,181,189,1237,0,1
2722,214,5,30,-2,2491,215,245,166,4465,1,2
2877,27,25,350,64,2716,200,177,103,1698,0,2
2999,345,11,60,13,1034,198,222,163,2340,1,2
2549,37,14,360,20,417,219,209,123,2792,1,2
2935,358,13,120,16,2765,199,215,153,1201,0,1
3286,173,26,134,16,1183,226,242,131,1068,1,1
2991,72,7,150,22,2561,228,227,133,1707,0,2
3032,10,7,618,52,1369,213,227,151,2506,1,2
2974,32,12,162,-3,5726,217,214,130,2049,1,1
2740,19,14,240,82,1082,208,209,135,2040,0,2
3117,338,13,30,10,495,191,221,169,878,0,1
3318,191,8,638,91,3719,220,247,161,2422,1,1
2903,6,11,180,19,1635,206,218,149,2778,0,2
3073,23,16,684,157,4379,208,203,128,4011,1,1
2858,235,17,85,20,745,188,253,199,201,0,2
2945,8,14,666,150,2890,202,210,143,1368,0,2
2774,75,10,466,15,1732,233,221,120,918,1,2
3197,278,7,60,12,2962,201,241,180,1374,0,1
2668,70,11,67,7,488,232,218,117,1440,1,2
3085,105,25,636,146,1248,252,200,60,2163,0,2
3219,38,15,366,24,1087,218,205,118,1422,0,1
2611,29,26,120,15,1027,202,175,98,6401,1,1
3001,228,19,42,15,2782,189,254,197,268,0,2
2767,115,15,134,50,1301,244,225,106,1518,0,2
3284,104,9,300,21,6032,236,229,124,382,1,1
3218,296,15,242,56,2569,176,234,198,1050,0,1
3257,93,12,418,30,1503,239,221,110,2630,1,1
3291,106,12,95,23,3338,240,226,114,644,0,1
2964,234,16,300,130,942,191,252,196,607,0,2
3101,20,11,247,20,1423,212,217,140,2838,0,1
2932,241,8,120,16,5232,204,247,181,3537,1,2
2902,109,9,488,35,2977,236,230,124,2140,1,2
2932,202,11,192,36,5086,215,250,168,1290,1,2
2874,291,38,742,502,832,93,205,237,2477,0,2
2912,74,10,420,114,2892,233,220,119,277,0,2
2754,341,9,42,5,446,202,228,164,2697,0,1
2943,263,13,108,24,5775,187,246,197,1358,1,2
3065,62,10,912,-9,1366,229,218,121,2575,0,2
2841,105,10,210,14,874,237,228,120,170,1,2
3012,55,15,418,74,1956,228,207,109,1699,0,2
2791,135,15,42,0,4054,243,232,115,5251,1,2
2995,26,19,1140,126,2657,208,195,117,1031,0,2
2745,40,18,342,-18,1630,218,198,108,1465,1,2
2610,225,11,0,0,319,205,251,182,1409,0,2
3134,161,9,150,12,3064,230,242,144,1261,0,2
2895,33,13,60,-25,1981,217,211,127,2850,0,2
3184,11,19,495,143,2173,197,199,134,2151,0,2
3254,159,12,366,89,1622,232,242,139,1482,0,1
3006,50,13,120,2,1613,225,212,119,1273,0,1
3038,331,6,60,3,2144,205,232,166,1878,0,2
3272,190,9,342,41,3183,220,248,161,872,0,2
3365,279,10,451,25,3229,194,242,187,1752,1,1
3167,315,19,242,43,3936,168,222,193,1626,0,1
3197,45,19,408,58,679,222,195,101,2772,0,2
2750,39,26,192,58,1261,211,173,83,2180,1,2
3011,302,12,175,30,2412,186,234,189,1320,0,2
3202,217,11,404,85,5893,208,251,178,3210,1,2
2403,301,19,85,32,638,164,228,203,1405,0,2
3182,152,9,360,6,4802,232,240,139,2257,1,2
2900,38,5,499,34,3862,220,228,144,3403,1,2
3241,26,13,60,6,4388,213,211,132,924,1,1
2556,41,4,60,11,426,220,230,146,5627,1,2
2731,57,11,162,20,2197,228,216,120,2457,0,2
3170,81,9,134,22,5611,232,225,125,2016,1,2
3130,259,24,499,93,3305,156,245,223,1415,0,1
2498,26,14,30,2,900,213,209,130,5011,1,2
3084,106,14,108,23,1579,243,223,107,2522,1,2
2638,276,9,450,97,706,197,242,184,2563,1,2
3213,345,18,170,17,4266,181,208,164,1200,0,1
3178,127,16,95,-10,2553,245,228,106,2594,1,1
2951,128,8,60,-1,2193,234,235,133,1717,1,2
3202,96,9,90,6,1233,235,227,123,1597,1,1
2910,221,18,361,129,1230,195,254,191,1708,0,2
2767,199,21,421,159,1690,207,253,171,1326,0,2
3126,179,21,390,53,2536,223,247,145,3264,0,2
2856,311,25,256,101,3756,144,212,205,1068,1,2
2891,37,18,525,136,1279,216,198,111,1020,0,2
2852,88,32,120,-42,390,248,171,26,2382,1,2
2804,6,9,153,23,3121,210,223,151,6186,1,2
2668,39,3,390,-2,1354,220,232,149,768,1,2
2769,150,16,256,68,1742,239,238,123,2256,0,2
3151,266,9,618,100,2910,197,244,187,285,0,1
2743,194,28,85,29,2602,203,249,163,2334,1,2
3120,259,2,323,39,1387,213,240,165,2766,0,1
2758,307,2,458,68,1448,213,237,163,1863,0,2
2913,167,12,67,18,3196,230,244,145,1517,1,1
2749,78,17,309,-8,1702,240,207,93,2363,1,2
3201,218,15,618,120,6041,202,253,184,2326,1,2
2872,346,12,42,9,3118,196,220,163,2713,1,2
3238,242,7,309,-24,2876,207,246,177,331,0,2
2693,22,19,124,16,1597,205,197,123,1273,0,2
3106,208,4,446,-42,6157,217,243,162,1383,1,1
2606,96,2,300,58,1140,223,236,149,351,1,2
3235,260,7,162,11,5874,204,244,178,1332,1,1
2939,177,18,42,3,5894,226,247,147,3866,1,2
2999,204,3,510,-35,1637,218,242,161,1660,0,2
2878,71,32,162,78,175,236,161,32,1343,1,1
3086,272,26,488,165,2975,143,237,228,2445,0,2
2998,351,13,534,20,4006,196,217,159,4595,1,2
3259,102,6,285,7,6330,230,233,137,481,1,1
3080,80,17,201,43,3412,240,207,91,2848,1,1
2854,303,13,170,15,2868,185,234,189,2481,1,1
2862,52,17,573,167,902,226,202,104,402,0,1
3216,288,19,190,12,4087,164,235,210,1758,0,1
2842,173,8,210,26,3108,225,244,152,2733,1,2
3120,303,13,309,-2,2666,183,233,190,912,1,2
3228,119,6,495,7,5743,231,235,137,1965,1,1
3033,87,9,351,64,5294,234,225,123,957,1,2
2952,340,6,0,0,285,208,232,162,616,0,1
3238,182,16,85,17,1369,223,249,153,2640,1,1
3182,65,4,330,7,3748,223,231,143,4410,1,1
2850,145,11,351,97,3340,236,238,132,2989,1,2
2929,18,13,150,20,4560,210,213,138,6043,1,2
2920,329,13,256,47,1616,189,225,175,1207,1,1
3283,197,13,480,107,3394,216,251,166,2848,1,1
2843,282,16,255,154,2001,173,239,205,1201,0,2
2890,196,12,497,90,2372,217,250,166,1811,0,2
2947,271,20,268,66,3889,164,242,215,854,1,2
3037,179,20,1158,174,3129,223,248,147,1296,0,2
2801,324,15,85,26,3723,181,223,181,5580,1,2
3310,153,19,457,104,1456,239,238,121,1953,0,1
3073,323,9,323,46,2708,196,230,174,1318,0,2
3232,256,7,124,8,5883,204,245,179,1358,1,1
3414,317,10,886,19,2370,193,231,178,1290,0,1
3216,342,10,309,32,339,198,224,165,1290,0,1
3143,64,16,190,11,1357,233,205,99,2416,0,1
2962,190,25,85,14,780,211,250,159,1608,0,2
2867,130,32,150,72,4920,252,203,51,4608,1,2
3205,262,13,268,49,2844,188,246,197,713,0,1
3187,357,14,342,53,2987,197,213,153,782,0,1
3024,359,16,240,12,800,194,209,150,1100,0,2
2772,68,3,371,105,2743,222,234,148,6652,1,1
2988,116,12,90,19,2075,241,228,116,2553,0,1
2791,341,9,30,1,2404,202,228,164,1302,0,2
2801,234,25,295,177,693,170,252,211,1682,0,2
3187,45,3,175,9,5399,220,232,149,2820,1,2
2904,319,25,216,65,1513,148,208,196,1149,0,1
3013,98,17,210,-28,589,245,214,92,612,1,1
2870,220,22,150,59,3276,188,254,195,1692,0,2
2957,326,7,268,74,2014,203,232,168,2431,0,2
3103,39,18,162,39,3989,218,197,108,511,1,1
3208,149,6,674,95,3339,227,240,146,3603,1,1
2987,118,11,240,51,2105,239,230,119,819,0,2
2617,208,31,90,-19,525,183,250,184,845,0,2
3210,125,16,658,274,1632,246,226,104,2823,0,1
3217,131,27,242,-109,484,251,214,73,3683,0,2
2939,287,10,30,10,4129,193,240,187,5028,1,2
2773,67,36,150,65,1471,229,145,17,1466,0,2
2990,24,6,30,1,2820,217,226,146,1661,1,2
2879,233,33,150,68,1288,148,247,219,234,0,2
3227,15,3,255,10,300,217,233,154,1390,0,2
3147,50,8,240,4,693,224,223,133,1786,1,2
2880,35,11,540,136,576,219,215,131,2346,1,2
3027,140,22,420,160,5994,246,227,98,4081,1,2
3199,345,16,547,60,2118,188,214,163,301,0,1
3358,250,9,240,42,3721,201,247,184,1991,0,1
3123,343,8,30,0,4406,204,228,163,3494,1,1
2971,147,8,408,29,1974,231,239,140,2213,0,2
2807,127,9,283,36,1044,236,234,128,2601,0,2
2832,330,10,182,47,2018,195,228,172,1986,1,2
3144,57,36,95,46,3920,219,143,0,997,1,1
3065,135,12,175,28,404,239,234,123,1208,0,2
2952,90,11,210,33,3767,237,223,116,5340,1,2
3221,15,13,532,103,2965,208,213,141,864,0,1
2676,103,3,0,0,2285,225,235,145,4668,1,2
3125,216,14,457,38,150,205,253,181,2280,0,2
3191,275,13,210,-27,3494,186,243,196,1521,1,1
2950,269,21,841,193,1064,162,243,217,1914,0,2
2902,328,21,90,23,2663,165,211,184,1150,0,2
3277,69,19,108,24,1613,236,198,85,2876,1,1
2969,236,12,162,27,1723,199,250,188,2247,0,2
3061,53,16,120,16,4817,227,203,105,1091,1,2
2985,346,12,60,6,4944,197,221,162,1107,1,2
2998,24,28,361,16,1736,192,166,97,1233,0,2
2964,185,18,285,33,2315,220,250,155,1558,0,2
3263,126,8,30,3,4351,234,235,132,2278,1,1
2618,195,31,313,181,306,198,247,162,882,0,2
2778,353,13,255,19,2690,197,217,157,255,0,1
3197,142,8,201,18,4084,232,238,138,778,0,1
2975,117,9,503,10,4243,236,232,128,4651,1,2
3089,73,5,408,22,1812,226,230,139,2268,1,2
3248,94,13,242,42,124,240,221,109,591,0,2
3235,162,1,552,65,648,219,238,156,469,0,1
2558,61,22,108,24,1368,232,190,79,626,0,2
2641,275,36,446,180,847,103,221,244,1770,0,2
3283,193,23,175,-35,2877,210,251,164,430,0,1
3674,80,12,999,419,2630,236,218,111,1146,1,1
3211,97,10,270,-39,1573,236,226,120,2445,1,1
2949,351,16,319,21,1910,190,212,158,2892,0,2
2804,55,15,703,120,514,228,207,109,1201,0,2
2981,40,14,90,14,228,220,208,119,480,0,2
2924,169,6,42,2,4451,225,243,152,4566,1,1
2918,36,10,150,26,4110,219,217,132,3990,1,2
3324,190,10,297,45,3482,220,248,161,1449,0,1
3095,270,9,417,29,2399,197,243,186,2524,0,2
3364,307,14,799,128,979,181,231,190,2184,0,1
2791,172,21,30,-15,2886,229,244,137,1471,0,2
3004,94,9,30,-3,990,235,226,122,993,1,1
3292,117,4,376,28,5942,227,236,143,450,1,1
3297,250,7,379,102,5102,205,245,179,1184,1,2
2639,111,15,212,27,618,244,223,104,1323,1,2
3183,13,8,735,108,1471,212,223,148,2469,0,1
3060,146,5,42,0,6786,227,239,146,2813,1,2
3139,261,15,242,31,5661,182,247,203,3022,1,2
3223,156,11,616,12,1032,233,241,139,2279,0,2
3087,94,28,360,170,2233,250,186,44,2457,0,1
2726,156,12,150,-15,1590,234,241,136,1136,1,2
3122,301,26,108,9,2136,140,219,214,3180,1,1
3100,68,15,67,-4,2694,234,209,102,1931,0,1
3263,328,15,268,29,4589,182,221,179,781,0,1
3201,324,12,564,57,6071,188,226,178,1200,1,1
3152,95,11,485,73,5173,238,223,114,1019,1,2
2991,87,37,418,-39,874,244,153,0,1679,1,2
2862,86,26,124,53,134,247,187,53,938,1,2
3190,321,10,42,7,891,194,230,176,847,0,1
3201,311,14,108,19,4116,182,230,187,2165,0,1
3176,29,10,309,70,964,217,219,137,2144,0,1
3192,349,32,589,106,1140,146,170,151,1613,0,1
2932,214,11,306,32,5374,210,250,175,4494,1,2
2942,110,25,443,137,450,253,204,63,1443,1,1
3181,153,13,150,-5,2254,235,240,134,1575,0,1
3016,30,5,210,31,2024,218,228,146,1385,0,2
3195,320,13,175,31,1414,187,228,181,2296,1,1
2938,349,13,258,56,3154,195,218,161,1952,1,2
2850,58,9,30,-1,3310,227,221,127,4872,1,1
3010,53,10,30,6,2197,226,218,126,1648,0,2
3021,47,8,85,3,3260,223,223,134,1477,0,1
3037,212,13,42,-1,2067,208,252,177,228,0,2
2995,248,3,907,102,5877,214,241,165,6054,1,2
2934,61,6,212,39,618,225,227,136,1702,0,1
3214,201,25,182,57,1813,201,252,174,4170,0,1
3146,307,20,127,9,3869,162,224,200,1777,1,1
2941,201,13,792,304,1115,214,251,169,1693,0,2
2985,234,17,192,65,2984,190,253,198,1012,0,2
3079,144,11,120,10,1224,236,238,131,3305,0,1
2767,38,20,212,71,1075,216,193,105,1749,0,2
2952,171,18,295,-42,4478,230,245,139,2140,1,2
3014,203,12,446,105,5371,214,251,170,1271,1,2
3264,80,14,466,37,1530,238,213,102,2672,1,1
2858,301,15,108,25,3022,176,232,196,2259,1,2
3228,190,7,175,15,5968,220,245,160,1026,1,1
2940,17,11,642,98,2730,211,216,141,1350,0,1
3191,199,11,272,36,942,216,250,167,361,0,1
3315,102,24,95,33,1937,251,201,64,2785,1,1
3100,50,18,1129,231,2761,225,199,101,1436,0,2
3179,106,10,277,39,721,237,228,122,2377,1,1
2736,333,17,30,8,3395,180,216,175,1510,1,1
3240,351,10,309,42,981,203,224,159,1415,0,1
2650,349,7,201,7,1240,207,228,160,5967,1,2
3028,86,39,390,-3,902,243,148,0,1689,1,2
2802,32,19,162,14,1504,212,195,112,2295,0,2
3017,28,5,150,45,5005,218,230,148,3886,1,1
2922,320,11,150,32,4402,191,229,178,6067,1,2
3246,96,19,170,32,1209,246,210,85,1539,1,1
3076,114,28,361,140,1614,254,199,51,2669,0,1
2977,45,23,120,29,395,219,182,87,1597,0,2
3313,67,15,272,23,3370,234,209,103,1788,1,1
3228,68,21,552,148,3173,236,194,80,648,0,1
2934,340,12,30,3,3795,195,223,166,1260,1,2
3193,117,23,258,31,3860,252,211,74,495,0,1
2897,276,6,127,9,1284,203,241,178,1674,1,1
3062,67,14,908,-12,1396,233,211,107,2605,0,2
2877,339,15,234,12,726,185,216,169,1370,0,2
3151,271,11,674,108,6092,192,244,191,1573,1,2
2900,55,18,484,213,497,229,199,97,1610,1,2
2916,32,9,162,-6,618,218,220,137,2073,0,1
2758,104,6,108,5,997,230,233,136,2313,0,2
3270,124,7,390,18,6271,232,235,136,571,1,1
2501,120,10,108,10,1080,238,232,124,4340,1,2
3085,103,12,242,22,624,240,225,113,1539,0,1
3060,37,14,579,138,4549,219,207,121,3605,1,1
2599,53,11,210,44,934,227,215,121,1307,0,2
2921,230,26,175,87,816,170,253,209,566,0,2
2904,348,7,210,30,1041,207,229,160,2030,0,2
2883,111,20,228,-21,1261,250,214,84,1972,1,2
3121,168,26,85,30,3525,230,239,124,716,0,2
3092,147,21,335,76,1800,243,232,107,2175,0,1
3239,2,25,268,-24,1939,178,185,138,1728,0,1
2952,341,9,430,55,4001,202,228,164,5465,1,2
2373,37,2,30,-10,564,219,234,151,1332,0,2
2993,35,8,636,90,3355,219,224,140,1284,1,2
2575,83,17,342,77,1140,241,209,93,1573,0,2
3156,4,8,424,19,1837,210,225,153,663,0,1
3083,90,7,300,36,2906,231,229,130,6129,1,1
3017,71,19,503,44,2979,238,199,85,175,1,1
2883,357,20,127,26,2503,183,199,149,1121,0,2
2995,163,11,366,135,6462,231,243,143,3986,1,2
2992,71,12,417,26,1832,233,216,113,1718,0,2
3194,322,11,201,28,4350,193,229,176,589,0,1
3125,47,9,150,20,5253,223,221,132,3231,1,2
3124,192,13,85,-15,1187,219,250,162,1565,1,2
2988,351,7,162,16,5109,207,227,159,6231,1,1
3284,17,9,85,13,5890,213,221,145,541,1,1
3245,13,11,150,5,4356,209,217,144,1650,1,1
2914,95,8,30,1,3515,234,228,126,4302,1,2
2696,75,17,509,-29,819,238,207,94,2530,1,2
2605,37,5,67,2,745,220,229,145,5738,1,2
3041,269,17,485,72,5487,174,244,208,908,1,2
2860,316,17,180,46,1572,173,223,190,2676,0,2
2804,87,5,0,0,2571,227,232,140,1992,1,2
2864,17,13,277,15,1383,208,212,139,2280,0,2
3123,68,4,85,9,1221,224,231,142,2412,1,1
3077,320,7,120,4,4712,202,233,171,3013,1,1
3215,45,4,551,37,5787,221,231,146,2620,1,2
3029,150,15,150,18,1622,238,238,126,2363,0,1
3157,36,11,446,49,5750,219,215,130,990,1,1
2892,37,15,127,45,510,219,207,120,218,0,2
2896,263,4,376,28,1136,210,241,170,488,0,2
3181,209,12,511,72,391,210,251,175,3027,0,2
3110,324,13,42,9,2106,188,226,178,1879,1,1
3262,319,18,382,111,2594,171,220,189,268,0,1
2728,166,11,330,-7,631,229,244,145,630,0,2
2957,235,18,175,81,1485,188,253,199,957,0,2
3192,351,12,0,0,2947,198,219,159,4129,1,1
3009,251,16,433,47,5884,184,249,202,1795,1,1
2665,39,13,335,82,1084,220,211,123,1075,1,2
2775,328,24,270,96,2380,154,204,185,2282,1,2
3037,299,11,67,11,3415,189,236,187,309,1,1
3194,1,13,481,156,3588,200,214,151,1801,0,1
3095,294,8,175,-9,2320,197,238,181,940,0,1
3185,318,7,108,11,5267,202,234,172,2542,1,1
2831,86,9,268,30,1956,234,225,122,2710,1,1
2864,103,16,201,96,1828,245,218,97,1595,0,2
3101,315,10,153,-3,1710,192,232,179,930,0,1
2993,108,22,242,-48,541,251,209,74,547,1,1
3113,30,19,180,31,4975,211,196,115,1371,1,1
2647,4,17,362,-9,1142,195,205,145,1550,1,2
3319,0,16,134,51,3461,194,208,149,1694,1,1
3095,51,20,258,58,2672,226,192,92,1116,0,1
2400,349,23,67,35,636,171,195,158,1366,0,2
2916,354,7,644,120,2888,208,227,157,3405,1,2
2976,154,15,153,13,1500,237,240,129,3430,1,1
2523,80,16,301,80,914,240,210,95,1006,0,2
3103,346,20,743,99,3951,178,205,163,2569,1,2
3274,230,17,708,183,3919,191,253,196,755,0,2
3149,147,14,212,71,170,238,238,127,2514,0,1
3115,114,10,42,5,2220,238,230,122,3252,0,1
2968,45,6,283,49,4712,222,226,139,5594,1,2
2763,107,8,300,18,2070,234,231,129,1324,1,2
3237,43,10,295,24,6223,222,217,129,726,1,1
2929,85,28,300,-23,480,246,182,46,2590,1,2
3182,300,8,182,10,4629,199,237,178,1471,1,1
2933,23,14,899,90,2412,211,209,131,1084,0,2
3385,96,7,277,46,1786,232,229,129,3126,0,1
3218,307,12,108,0,4188,186,233,186,1855,0,1
2951,331,22,408,65,916,163,207,180,1544,0,2
3255,4,20,30,0,5877,189,196,140,509,1,1
3315,184,15,153,36,3683,223,249,155,1643,0,1
3226,279,6,120,15,4965,203,241,177,560,1,1
3094,107,25,210,71,2780,253,201,60,1231,0,2
3057,98,20,297,79,4308,248,208,80,2484,1,2
2845,81,10,379,90,1926,234,222,118,2873,1,2
3336,304,13,571,55,3376,185,233,188,1602,1,1
2965,45,6,351,46,3691,222,227,140,5508,1,2
2798,356,3,0,0,3380,214,234,157,6469,1,2
2836,60,9,792,10,570,228,221,126,1236,0,2
3154,340,17,150,35,1190,182,213,169,433,0,1
3008,250,5,108,-2,5726,209,243,172,2442,1,1
3276,109,14,417,76,240,243,224,108,459,0,2
3018,180,14,785,109,5610,225,248,153,3066,1,2
2749,5,15,85,17,3092,200,210,145,6217,1,2
3059,84,7,671,248,450,231,227,129,999,0,2
3217,267,20,350,86,1745,165,244,216,2188,0,1
3136,323,7,60,0,3187,202,233,170,5064,1,1
2535,36,13,240,107,658,219,210,124,342,0,2
3242,177,15,450,137,433,226,247,150,618,0,1
2633,86,17,170,5,1184,243,208,89,408,1,2
2858,303,23,295,77,2208,150,222,209,537,0,2
3266,69,14,541,4,4176,234,212,107,2556,1,1
2962,65,7,124,30,4327,227,226,134,5594,1,2
3181,27,15,270,49,2193,212,207,128,2742,0,1
2690,352,14,60,19,2349,195,215,157,2396,1,2
3278,83,4,212,11,5003,225,233,143,569,1,2
3161,100,8,395,23,424,234,229,127,1976,1,2
2799,83,10,150,26,828,235,222,119,2694,0,2
2876,329,13,42,9,1652,187,223,175,2329,0,1
3076,322,25,570,59,1379,149,207,193,914,0,2
2693,17,25,531,194,899,190,179,116,655,0,2
3045,175,15,240,23,1323,227,247,148,616,0,2
2966,315,13,170,2,2301,184,229,184,960,0,2
2726,358,15,424,121,1022,196,211,152,1208,0,2
2969,340,16,108,30,4180,185,216,168,443,1,1
2995,143,10,607,79,5718,234,238,134,3485,1,2
3151,354,16,108,27,1158,191,210,155,484,0,1
2794,181,19,400,33,1611,223,248,150,1242,0,2
3001,331,28,510,66,2930,142,192,182,450,0,1
3109,15,11,85,6,3362,210,217,143,3019,1,1
2939,315,7,458,42,3993,201,234,172,5490,1,2
2628,16,16,162,22,2556,204,205,134,2514,0,2
3293,262,19,379,64,3260,169,246,214,1260,0,2
2760,315,3,30,0,1678,211,237,164,1442,0,1
2898,47,22,153,46,1543,221,188,91,2791,0,2
2901,175,21,120,31,1020,226,246,141,1944,0,2
3019,232,19,484,144,2974,186,253,200,674,0,2
3062,108,1,120,11,2774,220,237,154,677,0,1
2712,103,8,0,0,2516,234,230,127,5352,1,2
3034,270,8,518,-34,1860,200,243,182,2353,0,2
2751,359,11,524,13,1226,204,220,154,997,1,2
3226,71,10,513,205,2636,231,221,121,2831,0,1
2791,295,4,240,48,2938,209,238,169,6515,1,2
3093,284,31,510,182,5591,120,222,234,1142,1,2
2896,31,1,0,0,3303,218,235,154,1782,1,2
2935,309,7,150,28,3560,202,236,173,4802,1,2
3127,10,11,543,110,1587,208,218,146,2612,0,1
3154,328,8,67,5,1374,202,231,169,426,0,1
3001,146,7,218,29,5252,230,239,142,4014,1,1
3066,32,9,124,3,2167,218,221,139,1451,1,1
2949,18,5,424,141,4831,216,230,151,5028,1,2
3317,22,24,451,61,5167,198,183,112,371,1,1
3182,13,8,150,2,3365,212,223,148,3370,1,1
3065,293,17,60,15,3623,169,234,204,1116,0,1
2763,16,26,120,32,1048,187,176,115,994,0,1
2860,232,3,242,33,840,215,242,164,426,1,2
2929,202,15,726,292,1073,212,252,172,1717,0,2
3035,317,11,134,31,2365,190,230,180,1717,0,1
2736,94,11,153,36,2277,237,224,117,6622,1,2
3394,233,12,446,102,2683,200,251,186,1230,0,1
3167,146,23,218,76,4945,244,230,101,1477,1,1
2911,108,15,162,52,3505,245,221,101,5100,1,2
3234,256,11,700,97,2269,194,247,191,659,0,1
2595,206,14,127,22,2860,210,252,174,2135,0,2
3113,28,4,120,9,1776,218,232,150,2293,1,2
3027,79,10,531,177,5706,233,223,121,5037,1,2
3138,137,12,42,9,2233,238,235,125,3056,0,1
3401,152,12,408,115,2242,235,240,134,2227,0,1
2551,65,11,85,25,319,230,218,120,1587,0,2
3128,51,10,313,47,1385,225,219,127,3259,0,1
2968,31,6,85,-2,3431,219,228,145,2151,1,1
2931,141,12,481,18,3744,238,237,127,4207,1,2
3317,283,4,457,103,977,208,240,171,2670,0,2
2989,128,15,421,45,2644,244,229,110,2591,0,2
3042,127,22,120,27,741,250,219,84,1252,0,2
3011,58,10,124,4,2854,228,218,123,768,1,1
3362,221,9,875,160,2864,209,249,176,1300,0,1
3119,90,7,95,6,6774,231,229,132,2396,1,2
3112,34,7,0,0,1577,219,225,142,553,0,1
2975,39,15,722,139,1543,219,206,118,2794,0,2
2940,234,10,845,294,1261,202,250,184,1800,0,2
2780,325,16,180,40,1549,179,222,181,2148,0,2
2525,46,20,182,27,892,222,192,97,934,0,2
3001,153,39,543,224,962,234,210,67,808,1,2
2669,319,13,30,13,1842,185,227,182,6794,1,2
3044,65,13,30,-4,1167,232,212,110,1123,1,1
2817,161,23,342,112,1744,236,238,120,2185,0,2
2936,190,12,277,36,5634,220,249,161,4667,1,2
3074,21,30,240,34,2431,185,162,98,4310,1,1
3060,158,17,134,13,6854,236,241,129,3010,1,2
2878,69,11,309,30,2819,232,218,116,2672,1,2
2824,350,17,42,8,2521,187,209,159,2065,1,2
2601,90,18,162,-33,1036,245,208,85,1015,1,2
2968,105,10,216,29,300,237,228,120,2117,0,2
3091,283,3,390,74,1581,211,239,167,993,0,2
2990,186,18,182,20,2273,220,250,156,3060,0,2
3037,195,17,277,42,1988,215,252,166,3926,1,1
3008,146,12,450,9,5223,237,238,130,3025,1,2
3062,100,20,30,-12,2724,249,208,78,3915,1,1
2991,142,15,488,26,6279,241,235,119,3039,1,2
2909,127,21,256,108,268,250,221,88,1138,1,2
2776,149,1,162,8,2742,221,238,154,2103,1,2
2722,295,4,162,19,2446,209,238,169,5115,1,2
2707,56,12,150,43,1716,228,214,117,283,0,1
2975,245,16,797,180,2743,185,251,202,1265,0,2
3102,100,19,510,61,914,248,211,84,1822,0,2
2585,325,14,0,0,1273,185,224,179,1001,0,1
3104,125,13,212,52,474,241,230,116,661,0,2
3012,33,7,309,28,4000,219,226,143,1702,1,2
3109,62,5,30,1,1789,224,230,142,3102,0,1
3214,357,24,67,29,4222,174,188,146,3572,0,1
2610,67,12,190,13,836,232,217,116,735,1,2
3120,217,7,67,8,1679,212,247,171,2402,0,2
3124,253,12,698,193,6161,193,248,193,1445,1,1
2688,106,18,323,8,1231,247,216,91,3655,1,2
2693,64,10,319,21,361,230,219,122,1190,0,2
3061,308,3,30,1,955,212,237,164,1723,0,1
2964,91,14,190,35,1980,241,218,104,1935,0,2
2899,338,10,150,16,2928,198,226,167,1824,0,1
2909,69,16,306,96,3226,235,207,99,2210,0,2
2951,144,7,551,38,3963,230,239,142,4442,1,2
2636,163,19,30,0,1839,234,242,131,1489,1,2
3229,102,12,666,35,3065,239,225,114,2989,0,2
2585,8,13,85,11,1498,204,213,145,2754,0,2
3064,253,9,391,63,5831,199,246,185,4470,1,2
3200,63,31,319,62,1550,230,162,42,2614,0,1
3185,153,17,558,36,5850,238,239,124,1293,1,1
2823,58,7,124,25,1867,226,225,133,1776,1,2
3128,171,6,180,10,4056,224,243,153,1445,1,1
2751,75,27,95,24,1878,241,178,50,1350,0,2
