Loan_Status,Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens
Fully_Paid,549186,Short_Term,740.0,2561162.0,<_1_year,Home_Mortgage,Debt_Consolidation,35002.37,18.4,51.0,22,0,609881,1135310.0,0.0,0.0
Fully_Paid,99999999,Short_Term,658.0,471105.0,<_1_year,Home_Mortgage,Other,4043.58,11.3,64.0,8,1,41838,126456.0,1.0,0.0
Fully_Paid,44814,Short_Term,718.0,653334.0,7_years,Rent,Debt_Consolidation,9310.0,16.8,61.0,14,0,142253,183832.0,0.0,0.0
Fully_Paid,130108,Short_Term,724.0,898871.0,6_years,Rent,Debt_Consolidation,22621.4,10.0,14.0,22,0,94506,117040.0,0.0,0.0
Not_Paid,133804,Short_Term,692.0,962920.0,10+_years,Rent,Medical_Bills,23751.9,14.2,73.0,8,2,247,36234.0,2.0,0.0
Fully_Paid,99999999,Short_Term,716.0,1945923.0,2_years,Home_Mortgage,Debt_Consolidation,21080.88,23.7,75.0,21,0,688066,1002144.0,0.0,0.0
Fully_Paid,99999999,Long_Term,738.0,1116060.0,2_years,Home_Mortgage,Debt_Consolidation,22321.2,18.6,67.0,9,0,360088,600798.0,0.0,0.0
Fully_Paid,99999999,Short_Term,721.0,889732.0,3_years,Rent,Debt_Consolidation,11270.04,18.3,22.0,10,0,125856,219472.0,0.0,0.0
Not_Paid,461868,Long_Term,670.0,949715.0,6_years,Rent,Debt_Consolidation,8230.8,34.3,21.0,6,0,60496,90156.0,0.0,0.0
Fully_Paid,158312,Short_Term,736.0,460408.0,2_years,Home_Mortgage,Debt_Consolidation,4373.99,18.8,2.0,10,0,363736,691570.0,0.0,0.0
Fully_Paid,483164,Short_Term,741.0,2516132.0,10+_years,Home_Mortgage,Debt_Consolidation,48854.89,20.5,21.0,14,0,786125,1285658.0,0.0,0.0
Fully_Paid,555786,Long_Term,727.0,1055982.0,<_1_year,Home_Mortgage,Debt_Consolidation,22351.41,40.5,73.0,17,0,497363,2173182.0,0.0,0.0
Fully_Paid,522038,Short_Term,739.0,1728240.0,10+_years,Home_Mortgage,Debt_Consolidation,37445.39,18.0,55.0,15,0,626601,1135420.0,0.0,0.0
Not_Paid,656634,Long_Term,6160.0,2175291.0,9_years,Own_Home,Home_Improvements,59276.58,23.0,6.0,24,0,903412,1587322.0,0.0,0.0
Not_Paid,204270,Short_Term,737.0,557118.0,3_years,Own_Home,Debt_Consolidation,10724.55,14.5,26.0,14,0,151772,717310.0,0.0,0.0
Fully_Paid,365970,Short_Term,689.0,839097.0,10+_years,Rent,Debt_Consolidation,11747.32,18.6,16.0,11,0,262048,382140.0,0.0,0.0
Fully_Paid,92026,Short_Term,740.0,1128714.0,9_years,Home_Mortgage,Debt_Consolidation,9349.52,15.3,20.0,10,1,79857,139480.0,0.0,1.0
Fully_Paid,783024,Long_Term,722.0,1526365.0,9_years,Home_Mortgage,Debt_Consolidation,35233.6,19.4,34.0,10,0,583357,924044.0,0.0,0.0
Fully_Paid,621786,Long_Term,719.0,1783606.0,10+_years,Home_Mortgage,Home_Improvements,16647.04,16.1,39.0,8,0,646798,822096.0,0.0,0.0
Fully_Paid,765534,Long_Term,723.0,2077878.0,2_years,Home_Mortgage,Debt_Consolidation,18700.94,20.9,25.0,10,0,409583,899910.0,0.0,0.0
Fully_Paid,384538,Long_Term,726.0,3374913.0,3_years,Home_Mortgage,Debt_Consolidation,18449.38,23.0,21.0,15,0,378252,596706.0,0.0,0.0
Fully_Paid,99999999,Long_Term,715.0,1702476.0,8_years,Home_Mortgage,Debt_Consolidation,25537.14,33.8,69.0,13,0,538251,1785762.0,0.0,0.0
Fully_Paid,181742,Short_Term,749.0,2036629.0,8_years,Rent,Debt_Consolidation,42259.8,30.7,43.0,9,0,57855,380578.0,0.0,0.0
Fully_Paid,662090,Short_Term,701.0,1172927.0,10+_years,Home_Mortgage,Debt_Consolidation,22774.35,21.9,47.0,9,0,142196,319682.0,0.0,0.0
Fully_Paid,325358,Short_Term,745.0,1592238.0,4_years,Home_Mortgage,Debt_Consolidation,31579.14,14.0,71.0,15,0,413440,637450.0,0.0,0.0
Fully_Paid,110308,Short_Term,698.0,1524104.0,10+_years,Home_Mortgage,Other,37848.57,26.5,11.0,15,0,67317,154330.0,0.0,0.0
Fully_Paid,632478,Short_Term,702.0,1301785.0,10+_years,Home_Mortgage,Debt_Consolidation,20177.62,30.7,60.0,11,0,332709,510928.0,0.0,0.0
Not_Paid,326524,Short_Term,709.0,708491.0,1_year,Own_Home,Debt_Consolidation,20959.85,19.4,21.0,16,0,438862,559020.0,0.0,0.0
Fully_Paid,134354,Short_Term,727.0,967005.0,10+_years,Home_Mortgage,Debt_Consolidation,11442.94,23.4,7.0,16,0,314583,1009030.0,0.0,0.0
Not_Paid,61534,Short_Term,712.0,367004.0,7_years,Own_Home,Debt_Consolidation,7064.77,30.2,25.0,6,0,201438,292292.0,0.0,0.0
Fully_Paid,351670,Long_Term,732.0,1401782.0,10+_years,Rent,Debt_Consolidation,26166.8,19.9,11.0,17,1,175142,607178.0,1.0,0.0
Fully_Paid,494208,Short_Term,733.0,1455077.0,9_years,Home_Mortgage,Debt_Consolidation,25221.17,17.0,50.0,15,0,328434,550352.0,0.0,0.0
Fully_Paid,26246,Short_Term,707.0,661219.0,1_year,Home_Mortgage,Debt_Consolidation,13720.09,15.2,74.0,18,0,157681,216612.0,0.0,0.0
Fully_Paid,493394,Short_Term,751.0,1936860.0,10+_years,Home_Mortgage,Debt_Consolidation,15430.47,28.0,19.0,18,0,325090,2428470.0,0.0,0.0
Fully_Paid,348018,Short_Term,726.0,2254236.0,10+_years,Rent,Debt_Consolidation,59173.79,25.0,11.0,12,0,584953,781220.0,0.0,0.0
Not_Paid,532224,Short_Term,746.0,1532160.0,10+_years,Home_Mortgage,Debt_Consolidation,15321.6,12.6,8.0,6,0,221350,578578.0,0.0,0.0
Fully_Paid,752290,Short_Term,725.0,1670670.0,10+_years,Rent,Debt_Consolidation,37590.17,40.8,24.0,15,0,410571,569360.0,0.0,0.0
Fully_Paid,206338,Short_Term,709.0,1392225.0,8_years,Home_Mortgage,Other,31557.1,22.5,24.0,11,0,518605,664268.0,0.0,0.0
Fully_Paid,325380,Short_Term,739.0,1217710.0,10+_years,Home_Mortgage,Debt_Consolidation,24222.34,17.6,62.0,12,0,116869,288530.0,0.0,0.0
Not_Paid,250360,Short_Term,743.0,1353180.0,10+_years,Home_Mortgage,Debt_Consolidation,25372.41,16.8,23.0,7,0,187720,337502.0,0.0,0.0
Fully_Paid,481822,Long_Term,683.0,1380768.0,10+_years,Home_Mortgage,Debt_Consolidation,27154.99,19.4,4.0,14,0,383895,514470.0,0.0,0.0
Not_Paid,520850,Long_Term,689.0,1140000.0,10+_years,Home_Mortgage,Debt_Consolidation,30590.0,22.0,12.0,17,0,314602,486354.0,0.0,0.0
Not_Paid,218020,Long_Term,630.0,2353625.0,9_years,Home_Mortgage,Debt_Consolidation,17279.55,14.2,65.0,12,1,335293,588214.0,1.0,0.0
Not_Paid,129844,Short_Term,7290.0,840978.0,1_year,Home_Mortgage,Debt_Consolidation,9250.72,16.0,11.0,7,0,72523,166628.0,0.0,0.0
Not_Paid,235114,Long_Term,737.0,1410047.0,10+_years,Home_Mortgage,Debt_Consolidation,29023.26,19.5,68.0,14,0,250591,895554.0,0.0,0.0
Not_Paid,216788,Short_Term,706.0,1017773.0,10+_years,Home_Mortgage,Debt_Consolidation,18913.74,15.6,17.0,9,1,125628,184602.0,1.0,0.0
Fully_Paid,99999999,Short_Term,749.0,1037894.0,10+_years,Home_Mortgage,Debt_Consolidation,12454.69,23.7,46.0,9,0,242155,318978.0,0.0,0.0
Not_Paid,262878,Short_Term,716.0,676248.0,1_year,Own_Home,Debt_Consolidation,13862.97,14.3,45.0,4,1,121505,666820.0,0.0,1.0
Not_Paid,520762,Long_Term,708.0,3092060.0,3_years,Home_Mortgage,Home_Improvements,40454.42,18.2,21.0,19,0,195662,423478.0,0.0,0.0
Fully_Paid,132044,Short_Term,724.0,1440770.0,6_years,Rent,Debt_Consolidation,19450.49,14.8,15.0,6,0,81890,273240.0,0.0,0.0
Not_Paid,605902,Long_Term,719.0,2055724.0,10+_years,Home_Mortgage,Debt_Consolidation,40771.91,21.1,6.0,9,0,337174,1093598.0,0.0,0.0
Fully_Paid,771694,Short_Term,703.0,1713762.0,5_years,Own_Home,Debt_Consolidation,25992.0,16.8,18.0,13,0,213142,277926.0,0.0,0.0
Fully_Paid,99999999,Short_Term,732.0,956403.0,10+_years,Home_Mortgage,Debt_Consolidation,7651.3,15.6,28.0,4,0,137807,247412.0,0.0,0.0
Fully_Paid,207702,Short_Term,686.0,915553.0,10+_years,Home_Mortgage,Debt_Consolidation,11062.75,13.0,36.0,9,0,74537,103840.0,0.0,0.0
Fully_Paid,365178,Short_Term,687.0,1642132.0,10+_years,Rent,Debt_Consolidation,23400.4,21.5,1.0,22,0,926345,1681196.0,0.0,0.0
Not_Paid,517154,Long_Term,741.0,1379134.0,10+_years,Home_Mortgage,Debt_Consolidation,30340.91,17.8,60.0,14,0,393927,580316.0,0.0,0.0
Fully_Paid,429308,Long_Term,689.0,1628509.0,10+_years,Rent,Debt_Consolidation,30941.69,16.6,17.0,13,1,51490,344696.0,1.0,0.0
Fully_Paid,440110,Long_Term,718.0,905825.0,8_years,Rent,Debt_Consolidation,17663.73,24.7,14.0,13,0,321195,653642.0,0.0,0.0
Not_Paid,270292,Short_Term,7180.0,2052399.0,8_years,Home_Mortgage,Debt_Consolidation,22234.37,12.9,10.0,8,1,82137,100760.0,1.0,0.0
Fully_Paid,335390,Short_Term,750.0,1703103.0,9_years,Home_Mortgage,Debt_Consolidation,19727.51,15.4,72.0,5,0,274816,496430.0,0.0,0.0
Fully_Paid,99999999,Short_Term,742.0,1396500.0,10+_years,Home_Mortgage,Home_Improvements,20482.0,18.6,24.0,5,0,81643,109934.0,0.0,0.0
Fully_Paid,308132,Long_Term,712.0,1130424.0,2_years,Rent,Debt_Consolidation,9325.96,13.8,78.0,9,2,93214,161348.0,2.0,0.0
Fully_Paid,87054,Short_Term,748.0,1804487.0,8_years,Home_Mortgage,Buy_a_Car,4270.63,18.5,37.0,7,0,16302,110990.0,0.0,0.0
Fully_Paid,65648,Short_Term,705.0,3004394.0,10+_years,Home_Mortgage,Other,56332.15,31.8,24.0,25,0,347947,612282.0,0.0,0.0
Fully_Paid,99999999,Long_Term,706.0,1883660.0,4_years,Rent,Debt_Consolidation,22133.1,20.3,7.0,11,0,341924,617628.0,0.0,0.0
Fully_Paid,152834,Short_Term,734.0,2262672.0,10+_years,Home_Mortgage,Debt_Consolidation,23381.02,24.1,24.0,12,0,464892,1109878.0,0.0,0.0
Not_Paid,96184,Short_Term,683.0,645620.0,10+_years,Rent,Debt_Consolidation,17054.97,18.8,0.0,6,1,70965,331320.0,1.0,0.0
Fully_Paid,217734,Short_Term,716.0,723596.0,10+_years,Home_Mortgage,Debt_Consolidation,1507.46,12.0,80.0,11,1,71307,345466.0,1.0,0.0
Fully_Paid,198352,Short_Term,746.0,501847.0,10+_years,Rent,Debt_Consolidation,3533.81,16.2,52.0,8,0,194332,509080.0,0.0,0.0
Fully_Paid,265078,Long_Term,698.0,1844292.0,10+_years,Home_Mortgage,Debt_Consolidation,12833.36,19.7,6.0,13,0,1673558,5784482.0,0.0,0.0
Not_Paid,257708,Long_Term,7200.0,1149956.0,3_years,Home_Mortgage,Debt_Consolidation,15428.57,12.2,47.0,10,0,137408,236390.0,0.0,0.0
Fully_Paid,582230,Short_Term,747.0,3147426.0,10+_years,Home_Mortgage,Debt_Consolidation,31998.85,30.6,7.0,9,0,214795,1006874.0,0.0,0.0
Not_Paid,326436,Short_Term,745.0,1127688.0,4_years,Home_Mortgage,Debt_Consolidation,22365.85,9.6,21.0,10,0,119738,276188.0,0.0,0.0
Fully_Paid,225896,Short_Term,698.0,6534613.0,7_years,Rent,Other,37356.28,20.5,51.0,11,0,279775,570350.0,0.0,0.0
Fully_Paid,788260,Long_Term,681.0,2042291.0,10+_years,Rent,Debt_Consolidation,31315.04,21.5,44.0,8,0,93271,407506.0,0.0,0.0
Fully_Paid,221606,Short_Term,748.0,1244025.0,10+_years,Home_Mortgage,Debt_Consolidation,11507.16,23.2,62.0,14,0,118465,846758.0,0.0,0.0
Fully_Paid,259380,Long_Term,684.0,1885427.0,4_years,Home_Mortgage,Debt_Consolidation,16497.32,16.5,32.0,9,0,333222,631466.0,0.0,0.0
Not_Paid,296318,Long_Term,6840.0,1783663.0,10+_years,Home_Mortgage,Other,28241.41,17.4,60.0,10,0,215232,762168.0,0.0,0.0
Not_Paid,433532,Short_Term,7420.0,1591269.0,5_years,Own_Home,Debt_Consolidation,22542.93,14.0,26.0,18,0,134824,208164.0,0.0,0.0
Fully_Paid,65406,Short_Term,697.0,941450.0,6_years,Home_Mortgage,Other,13415.71,13.9,7.0,11,0,144514,1045814.0,0.0,0.0
Fully_Paid,328284,Short_Term,745.0,1606602.0,10+_years,Home_Mortgage,Debt_Consolidation,11112.34,29.8,39.0,7,0,111549,190520.0,0.0,0.0
Fully_Paid,267718,Short_Term,745.0,1926790.0,10+_years,Own_Home,Debt_Consolidation,37572.5,26.3,35.0,11,0,325527,772398.0,0.0,0.0
Fully_Paid,99999999,Short_Term,742.0,2832330.0,5_years,Home_Mortgage,Debt_Consolidation,21289.69,17.5,34.0,11,0,259103,550484.0,0.0,0.0
Fully_Paid,99999999,Short_Term,742.0,703285.0,6_years,Own_Home,Debt_Consolidation,11404.94,16.4,46.0,8,0,25251,147620.0,0.0,0.0
Fully_Paid,248248,Short_Term,710.0,618089.0,10+_years,Rent,Other,6953.62,12.8,77.0,6,0,51585,136378.0,0.0,0.0
Fully_Paid,683716,Long_Term,644.0,2255908.0,8_years,Own_Home,Debt_Consolidation,9775.5,27.2,15.0,6,0,94886,339086.0,0.0,0.0
Fully_Paid,99999999,Short_Term,705.0,1744029.0,9_years,Rent,Other,10057.27,14.5,23.0,4,0,86659,271194.0,0.0,0.0
Fully_Paid,99999999,Short_Term,736.0,1307789.0,10+_years,Home_Mortgage,Home_Improvements,17655.18,11.4,2.0,13,0,249280,683980.0,0.0,0.0
Fully_Paid,429638,Long_Term,710.0,929955.0,<_1_year,Home_Mortgage,Debt_Consolidation,8369.69,9.0,40.0,6,0,175826,256410.0,0.0,0.0
Fully_Paid,337326,Short_Term,706.0,2175234.0,10+_years,Home_Mortgage,Debt_Consolidation,5474.47,11.3,68.0,7,0,127262,168608.0,0.0,0.0
Fully_Paid,173536,Short_Term,737.0,955434.0,<_1_year,Home_Mortgage,Debt_Consolidation,12818.73,11.6,19.0,14,1,115691,403458.0,1.0,0.0
Not_Paid,238920,Short_Term,7460.0,687819.0,7_years,Own_Home,Debt_Consolidation,6018.44,10.7,20.0,8,0,52079,236522.0,0.0,0.0
Fully_Paid,99999999,Short_Term,740.0,1069966.0,4_years,Home_Mortgage,Debt_Consolidation,11947.77,18.8,26.0,10,3,146509,269698.0,0.0,2.0
Fully_Paid,645414,Short_Term,709.0,2322522.0,1_year,Rent,Debt_Consolidation,25547.59,31.9,28.0,11,0,632719,1864192.0,0.0,0.0
Fully_Paid,541816,Long_Term,668.0,1965284.0,10+_years,Home_Mortgage,Debt_Consolidation,6927.78,26.3,16.0,9,0,13433,97262.0,0.0,0.0
Not_Paid,113388,Short_Term,737.0,482410.0,<_1_year,Home_Mortgage,Debt_Consolidation,2412.05,8.8,31.0,6,1,50882,149534.0,1.0,0.0
Not_Paid,332442,Long_Term,674.0,803909.0,10+_years,Home_Mortgage,Debt_Consolidation,10852.8,20.7,11.0,9,0,167960,206030.0,0.0,0.0
Not_Paid,278982,Long_Term,7190.0,963775.0,3_years,Home_Mortgage,Debt_Consolidation,24736.86,14.4,11.0,29,0,948594,2214454.0,0.0,0.0
Fully_Paid,99999999,Short_Term,747.0,1867700.0,6_years,Home_Mortgage,Buy_a_Car,13665.37,24.7,38.0,7,0,74955,178222.0,0.0,0.0
Not_Paid,333234,Long_Term,634.0,960393.0,10+_years,Home_Mortgage,Debt_Consolidation,15926.37,13.8,19.0,9,1,226936,443850.0,1.0,0.0
Fully_Paid,294162,Short_Term,701.0,594510.0,6_years,Rent,Debt_Consolidation,7728.44,28.5,24.0,17,0,177346,698456.0,0.0,0.0
Fully_Paid,181830,Short_Term,712.0,743356.0,10+_years,Rent,Debt_Consolidation,14929.06,13.8,81.0,12,1,163400,248974.0,1.0,0.0
Not_Paid,437316,Short_Term,733.0,3115886.0,10+_years,Rent,Debt_Consolidation,46738.1,15.4,52.0,11,0,366833,498520.0,0.0,0.0
Fully_Paid,152966,Short_Term,747.0,1358842.0,7_years,Home_Mortgage,Other,8232.32,18.6,79.0,5,0,152608,229482.0,0.0,0.0
Fully_Paid,212674,Short_Term,723.0,989786.0,3_years,Home_Mortgage,Debt_Consolidation,16826.21,12.8,71.0,17,0,286729,476344.0,0.0,0.0
Fully_Paid,461054,Short_Term,696.0,1124268.0,10+_years,Rent,Debt_Consolidation,16676.68,18.4,47.0,9,0,107312,421212.0,0.0,0.0
Fully_Paid,267938,Long_Term,654.0,1253411.0,10+_years,Rent,Other,13682.85,10.0,10.0,5,1,81605,107118.0,1.0,0.0
Not_Paid,269104,Short_Term,7280.0,886217.0,<_1_year,Rent,Debt_Consolidation,14770.41,18.0,10.0,12,0,128478,174812.0,0.0,0.0
Fully_Paid,332706,Long_Term,704.0,726484.0,1_year,Rent,Debt_Consolidation,7325.26,23.3,24.0,9,1,63517,728200.0,1.0,0.0
Fully_Paid,544280,Long_Term,631.0,1410180.0,10+_years,Rent,Other,23973.06,16.0,10.0,11,0,414865,594506.0,0.0,0.0
Fully_Paid,274010,Short_Term,701.0,1609186.0,3_years,Rent,Debt_Consolidation,31245.12,31.0,22.0,11,0,185896,1244166.0,0.0,0.0
Fully_Paid,664114,Short_Term,705.0,1293881.0,3_years,Rent,Debt_Consolidation,26847.95,11.5,43.0,11,0,57836,67100.0,0.0,0.0
Fully_Paid,214698,Short_Term,718.0,834404.0,5_years,Rent,Debt_Consolidation,26283.46,20.3,74.0,13,1,116850,520388.0,1.0,0.0
Not_Paid,338096,Long_Term,656.0,1012206.0,4_years,Rent,Business_Loan,31884.47,9.0,41.0,9,0,348992,540958.0,0.0,0.0
Fully_Paid,99999999,Short_Term,749.0,2353150.0,5_years,Home_Mortgage,Debt_Consolidation,39219.04,42.8,42.0,15,0,284772,918456.0,0.0,0.0
Fully_Paid,97108,Short_Term,731.0,465937.0,1_year,Rent,Debt_Consolidation,11919.84,10.8,18.0,11,0,131974,250492.0,0.0,0.0
Fully_Paid,426360,Short_Term,727.0,1104679.0,1_year,Rent,Debt_Consolidation,13440.41,18.0,79.0,6,0,317699,495110.0,0.0,0.0
Fully_Paid,321794,Long_Term,711.0,965808.0,10+_years,Own_Home,Debt_Consolidation,12152.97,13.9,82.0,9,0,261136,427702.0,0.0,0.0
Fully_Paid,84678,Short_Term,719.0,1509664.0,10+_years,Own_Home,Other,14341.77,16.5,11.0,6,0,66215,87428.0,0.0,0.0
Fully_Paid,355806,Short_Term,751.0,1747677.0,1_year,Home_Mortgage,Debt_Consolidation,12495.92,15.8,12.0,13,0,131214,1669536.0,0.0,0.0
Fully_Paid,99999999,Long_Term,688.0,795853.0,<_1_year,Home_Mortgage,Debt_Consolidation,10611.31,19.1,51.0,6,0,307439,405922.0,0.0,0.0
Fully_Paid,331650,Long_Term,728.0,1718550.0,9_years,Home_Mortgage,Debt_Consolidation,14135.05,30.4,9.0,16,0,140087,426844.0,0.0,0.0
Fully_Paid,155716,Short_Term,706.0,2236224.0,10+_years,Home_Mortgage,Home_Improvements,35779.47,14.3,51.0,10,0,195776,322454.0,0.0,0.0
Fully_Paid,268180,Short_Term,713.0,1158012.0,<_1_year,Home_Mortgage,Debt_Consolidation,14185.59,11.9,79.0,10,0,83714,169730.0,0.0,0.0
Fully_Paid,99999999,Short_Term,738.0,964117.0,7_years,Home_Mortgage,Debt_Consolidation,25308.0,20.7,62.0,17,0,316901,720896.0,0.0,0.0
Fully_Paid,99999999,Short_Term,744.0,707997.0,5_years,Rent,Debt_Consolidation,13687.98,11.4,52.0,10,0,108661,278366.0,0.0,0.0
Fully_Paid,99999999,Short_Term,748.0,1946170.0,3_years,Home_Mortgage,Other,25624.73,22.5,39.0,12,0,156959,873752.0,0.0,0.0
Not_Paid,415822,Long_Term,675.0,2424951.0,1_year,Own_Home,Debt_Consolidation,36576.33,21.0,7.0,15,0,447241,1250876.0,0.0,0.0
Fully_Paid,134222,Long_Term,687.0,953496.0,9_years,Home_Mortgage,Debt_Consolidation,8430.68,16.0,82.0,9,0,110979,163064.0,0.0,0.0
Fully_Paid,99999999,Long_Term,690.0,2698570.0,10+_years,Home_Mortgage,Buy_House,35981.06,31.5,27.0,8,0,1560470,2287164.0,0.0,0.0
Fully_Paid,131714,Short_Term,729.0,3222894.0,10+_years,Home_Mortgage,Debt_Consolidation,33840.33,14.7,40.0,13,0,349163,656326.0,0.0,0.0
Fully_Paid,445632,Long_Term,705.0,865944.0,10+_years,Home_Mortgage,Debt_Consolidation,19628.14,20.0,6.0,10,0,480643,957880.0,0.0,0.0
Fully_Paid,134134,Short_Term,736.0,1312805.0,10+_years,Home_Mortgage,Debt_Consolidation,3413.35,22.7,44.0,7,0,76741,140822.0,0.0,0.0
Not_Paid,142186,Short_Term,7320.0,479712.0,1_year,Own_Home,Debt_Consolidation,12032.51,19.9,74.0,9,0,152475,534974.0,0.0,0.0
Fully_Paid,99999999,Short_Term,713.0,513475.0,<_1_year,Rent,Other,2195.07,17.7,56.0,6,0,75107,123882.0,0.0,0.0
Fully_Paid,170456,Short_Term,728.0,658426.0,10+_years,Home_Mortgage,Debt_Consolidation,6913.34,20.8,28.0,11,0,141094,206800.0,0.0,0.0
Not_Paid,410718,Short_Term,714.0,1409477.0,10+_years,Home_Mortgage,Debt_Consolidation,17266.06,11.8,26.0,6,0,561982,709632.0,0.0,0.0
Not_Paid,266398,Short_Term,709.0,1629706.0,10+_years,Home_Mortgage,Debt_Consolidation,14803.09,11.5,24.0,12,0,438843,679316.0,0.0,0.0
Fully_Paid,109472,Short_Term,736.0,1058889.0,3_years,Rent,Other,10941.91,14.4,60.0,10,1,62605,203632.0,1.0,0.0
Fully_Paid,99999999,Short_Term,748.0,1409762.0,<_1_year,Rent,Debt_Consolidation,5227.85,15.4,79.0,10,0,216790,1032966.0,0.0,0.0
Not_Paid,295724,Long_Term,671.0,889998.0,<_1_year,Home_Mortgage,Other,14239.93,12.2,15.0,9,1,101669,152284.0,0.0,0.0
Fully_Paid,503008,Short_Term,738.0,1619522.0,1_year,Home_Mortgage,Debt_Consolidation,14305.67,13.4,63.0,7,0,413554,580426.0,0.0,0.0
Fully_Paid,273042,Short_Term,716.0,616892.0,10+_years,Rent,Debt_Consolidation,6323.2,19.9,47.0,6,0,222338,415250.0,0.0,0.0
Not_Paid,442948,Long_Term,6500.0,1434557.0,1_year,Home_Mortgage,Other,17573.29,15.8,5.0,11,0,266247,332222.0,0.0,0.0
Fully_Paid,87516,Short_Term,750.0,1369919.0,4_years,Home_Mortgage,Business_Loan,9509.5,24.6,58.0,11,0,137902,1132428.0,0.0,0.0
Fully_Paid,222948,Short_Term,686.0,946200.0,10+_years,Home_Mortgage,Other,13325.65,29.7,11.0,14,0,585295,2244088.0,0.0,0.0
Fully_Paid,67276,Short_Term,742.0,774668.0,5_years,Rent,Debt_Consolidation,15751.57,14.9,50.0,5,0,53979,97658.0,0.0,0.0
Fully_Paid,563530,Short_Term,720.0,1557392.0,2_years,Home_Mortgage,Debt_Consolidation,26865.05,22.5,10.0,12,0,439052,738914.0,0.0,0.0
Not_Paid,334862,Short_Term,732.0,771172.0,10+_years,Rent,Debt_Consolidation,20821.72,26.4,37.0,24,0,304646,969100.0,0.0,0.0
Fully_Paid,439076,Short_Term,724.0,1118644.0,5_years,Rent,Debt_Consolidation,6870.4,25.7,53.0,6,0,277324,581724.0,0.0,0.0
Fully_Paid,99999999,Long_Term,693.0,756884.0,6_years,Rent,Debt_Consolidation,13750.11,12.9,29.0,9,0,76095,177628.0,0.0,0.0
Fully_Paid,509608,Short_Term,641.0,1648706.0,4_years,Own_Home,Debt_Consolidation,23631.44,11.9,11.0,12,0,120042,239250.0,0.0,0.0
Not_Paid,713306,Long_Term,660.0,1674204.0,7_years,Home_Mortgage,Debt_Consolidation,43529.38,11.6,7.0,12,0,436126,604780.0,0.0,0.0
Fully_Paid,134222,Short_Term,747.0,2898165.0,3_years,Own_Home,Debt_Consolidation,2511.8,16.0,52.0,5,0,57988,293172.0,0.0,0.0
Fully_Paid,171864,Short_Term,738.0,1187424.0,10+_years,Rent,Debt_Consolidation,20681.12,9.6,10.0,7,0,107578,266156.0,0.0,0.0
Fully_Paid,394856,Short_Term,725.0,996170.0,10+_years,Home_Mortgage,Debt_Consolidation,22081.99,13.7,30.0,10,0,276241,367202.0,0.0,0.0
Fully_Paid,777172,Long_Term,653.0,3221678.0,10+_years,Rent,Debt_Consolidation,25558.8,33.7,5.0,20,0,574389,1140788.0,0.0,0.0
Fully_Paid,387046,Long_Term,601.0,7596960.0,10+_years,Home_Mortgage,Debt_Consolidation,55521.04,28.6,34.0,11,0,383648,479204.0,0.0,0.0
Fully_Paid,90068,Short_Term,743.0,1458345.0,10+_years,Home_Mortgage,Other,8823.03,16.5,9.0,7,0,67241,213884.0,0.0,0.0
Not_Paid,65296,Short_Term,7370.0,601502.0,10+_years,Home_Mortgage,Debt_Consolidation,10476.03,12.0,80.0,6,0,78451,197934.0,0.0,0.0
Fully_Paid,467170,Short_Term,695.0,1651841.0,10+_years,Rent,Debt_Consolidation,15279.61,18.2,59.0,13,1,127547,323180.0,1.0,0.0
Fully_Paid,126544,Short_Term,722.0,465082.0,4_years,Rent,Debt_Consolidation,12595.67,16.5,13.0,6,0,30305,87736.0,0.0,0.0
Fully_Paid,289982,Long_Term,722.0,2504333.0,4_years,Home_Mortgage,Debt_Consolidation,31512.83,21.0,80.0,11,1,135565,359194.0,1.0,0.0
Fully_Paid,99999999,Short_Term,744.0,815537.0,7_years,Home_Mortgage,Debt_Consolidation,18213.4,40.6,16.0,12,0,489269,704616.0,0.0,0.0
Fully_Paid,99999999,Short_Term,723.0,883329.0,9_years,Home_Mortgage,Debt_Consolidation,11924.97,14.3,79.0,5,0,154755,193314.0,0.0,0.0
Fully_Paid,241010,Short_Term,720.0,1892210.0,3_years,Home_Mortgage,Debt_Consolidation,28698.55,11.3,23.0,8,0,132601,269390.0,0.0,0.0
Fully_Paid,446072,Short_Term,719.0,4333995.0,10+_years,Home_Mortgage,Debt_Consolidation,41534.19,27.4,5.0,19,0,838375,1150182.0,0.0,0.0
Fully_Paid,529804,Short_Term,722.0,1239199.0,10+_years,Home_Mortgage,Debt_Consolidation,11669.04,31.6,9.0,23,0,184357,375166.0,0.0,0.0
Fully_Paid,166276,Short_Term,686.0,947739.0,9_years,Rent,Other,24009.54,13.3,32.0,10,0,209703,252692.0,0.0,0.0
Not_Paid,540364,Short_Term,7060.0,1729475.0,10+_years,Home_Mortgage,Debt_Consolidation,34877.54,13.0,20.0,11,1,16511,180290.0,0.0,0.0
Not_Paid,222002,Short_Term,698.0,601502.0,2_years,Rent,Debt_Consolidation,12781.68,12.1,34.0,9,0,149359,234960.0,0.0,0.0
